Consult,AI,ASR,Section,ROUGE-1-F,ROUGE-2-F,ROUGE-L-F,BERT-Score-F1-Raw,BERT-Score-F1,AI_Word_Count,Ref_Word_Count
7,GPT 3.5 Turbo,Kaldi_NL,E,0.0,0.0,0.0,0.8219891786575317,-0.05472739040851593,14,15
7,GPT 3.5 Turbo,Kaldi_NL,P,0.18947368421052632,0.04301075268817204,0.1473684210526316,0.8460407853126526,0.0877801701426506,70,30
7,Gemini 1.5 pro,Whisper,S,0.25490196078431376,0.06,0.1764705882352941,0.8354039788246155,0.024756301194429398,82,29
7,Gemini 1.5 pro,Whisper,O,0.25,0.052631578947368425,0.25,0.8541808724403381,0.1360107958316803,25,19
7,Gemini 1.5 pro,Whisper,E,0.09090909090909091,0.0,0.09090909090909091,0.844509482383728,0.07870709151029587,10,15
7,Gemini 1.5 pro,Whisper,P,0.17777777777777776,0.0,0.17777777777777776,0.8381786942481995,0.04119669646024704,18,30
7,Gemini 1.5 pro,Speechmatics,S,0.2857142857142857,0.0898876404494382,0.19780219780219782,0.8403730988502502,0.05419870838522911,69,29
7,Gemini 1.5 pro,Speechmatics,O,0.35294117647058826,0.0625,0.35294117647058826,0.8653726577758789,0.20232295989990234,19,19
7,Gemini 1.5 pro,Speechmatics,E,0.09090909090909091,0.0,0.09090909090909091,0.8400011658668518,0.05199497565627098,10,15
7,Gemini 1.5 pro,Speechmatics,P,0.17777777777777776,0.046511627906976744,0.17777777777777776,0.8435328006744385,0.07292017340660095,18,30
7,Gemini 1.5 pro,Google,S,0.30769230769230765,0.0898876404494382,0.21978021978021978,0.8418668508529663,0.0630493015050888,69,29
7,Gemini 1.5 pro,Google,O,0.23529411764705882,0.0625,0.23529411764705882,0.8579067587852478,0.15808695554733276,19,19
7,Gemini 1.5 pro,Google,E,0.0689655172413793,0.0,0.0689655172413793,0.8262611627578735,-0.029415566474199295,17,15
7,Gemini 1.5 pro,Google,P,0.13636363636363638,0.0,0.13636363636363638,0.8296393752098083,-0.009399405680596828,17,30
7,Gemini 1.5 pro,Kaldi_NL,S,0.27848101265822783,0.07792207792207793,0.17721518987341772,0.8421154022216797,0.06452198326587677,58,29
7,Gemini 1.5 pro,Kaldi_NL,O,0.23529411764705882,0.0,0.23529411764705882,0.8601682186126709,0.1714862734079361,20,19
7,Gemini 1.5 pro,Kaldi_NL,E,0.18181818181818182,0.0,0.18181818181818182,0.8549327254295349,0.14046558737754822,10,15
7,Gemini 1.5 pro,Kaldi_NL,P,0.24719101123595508,0.04597701149425287,0.1797752808988764,0.8391606211662292,0.047014687210321426,66,30
8,GPT 3.5 Turbo,Whisper,S,0.11764705882352942,0.0,0.05882352941176471,0.8441833257675171,0.07677458226680756,49,25
8,GPT 3.5 Turbo,Whisper,O,0.14285714285714288,0.0,0.14285714285714288,0.8557136058807373,0.14509235322475433,33,15
8,GPT 3.5 Turbo,Whisper,E,0.21052631578947364,0.0,0.21052631578947364,0.8371312618255615,0.0349905826151371,32,12
8,GPT 3.5 Turbo,Whisper,P,0.21538461538461537,0.031746031746031744,0.12307692307692307,0.8350648283958435,0.02274680882692337,40,29
8,GPT 3.5 Turbo,Speechmatics,S,0.11904761904761904,0.0,0.07142857142857144,0.8547803163528442,0.13956254720687866,66,25
8,GPT 3.5 Turbo,Speechmatics,O,0.11320754716981132,0.0,0.11320754716981132,0.8387753367424011,0.04473184794187546,45,15
8,GPT 3.5 Turbo,Speechmatics,E,0.22857142857142856,0.0,0.22857142857142856,0.8435003757476807,0.07272805273532867,29,12
8,GPT 3.5 Turbo,Speechmatics,P,0.2692307692307692,0.0,0.15384615384615385,0.8337976932525635,0.015238938853144646,27,29
8,GPT 3.5 Turbo,Google,S,0.05882352941176471,0.0,0.05882352941176471,0.8418763875961304,0.06310580670833588,49,25
8,GPT 3.5 Turbo,Google,O,0.1,0.0,0.1,0.840777575969696,0.05659526586532593,52,15
8,GPT 3.5 Turbo,Google,E,0.17142857142857143,0.0,0.17142857142857143,0.8365517854690552,0.03155713900923729,29,12
8,GPT 3.5 Turbo,Google,P,0.12244897959183672,0.0,0.08163265306122448,0.8180757761001587,-0.07791459560394287,74,29
8,GPT 3.5 Turbo,Kaldi_NL,S,0.08108108108108109,0.0,0.05405405405405406,0.83724445104599,0.0356612354516983,55,25
8,GPT 3.5 Turbo,Kaldi_NL,O,0.10526315789473682,0.0,0.10526315789473682,0.8420324921607971,0.0640307366847992,49,15
8,GPT 3.5 Turbo,Kaldi_NL,E,0.17142857142857143,0.0,0.17142857142857143,0.8432233929634094,0.07108691334724426,29,12
8,GPT 3.5 Turbo,Kaldi_NL,P,0.1348314606741573,0.0,0.08988764044943821,0.8230129480361938,-0.0486614815890789,65,29
8,Gemini 1.5 pro,Whisper,S,0.1797752808988764,0.0,0.1348314606741573,0.8369295001029968,0.033795129507780075,69,25
8,Gemini 1.5 pro,Whisper,O,0.16,0.0,0.12,0.8622232675552368,0.18366259336471558,41,15
8,Gemini 1.5 pro,Whisper,E,0.0975609756097561,0.0,0.0975609756097561,0.8367630243301392,0.03280874714255333,35,12
8,Gemini 1.5 pro,Whisper,P,0.12121212121212122,0.03125,0.12121212121212122,0.8293415307998657,-0.011164155788719654,42,29
8,Gemini 1.5 pro,Speechmatics,S,0.19999999999999998,0.0,0.15555555555555556,0.8488927483558655,0.10467826575040817,71,25
8,Gemini 1.5 pro,Speechmatics,O,0.15789473684210525,0.0,0.15789473684210525,0.8651002049446106,0.20070865750312805,29,15
8,Gemini 1.5 pro,Speechmatics,E,0.13793103448275862,0.0,0.13793103448275862,0.8446837663650513,0.07973973453044891,23,12
8,Gemini 1.5 pro,Speechmatics,P,0.16494845360824742,0.021052631578947368,0.12371134020618557,0.834083616733551,0.016933057457208633,75,29
8,Gemini 1.5 pro,Google,S,0.196078431372549,0.02,0.15686274509803919,0.8526005148887634,0.12664705514907837,83,25
8,Gemini 1.5 pro,Google,O,0.1935483870967742,0.0,0.12903225806451615,0.880283772945404,0.2906724214553833,22,15
8,Gemini 1.5 pro,Google,E,0.32,0.08695652173913043,0.32,0.8708580136299133,0.23482410609722137,19,12
8,Gemini 1.5 pro,Google,P,0.15238095238095237,0.019417475728155338,0.09523809523809525,0.8280248045921326,-0.018965857103466988,82,29
8,Gemini 1.5 pro,Kaldi_NL,S,0.21621621621621623,0.0,0.13513513513513514,0.8578484058380127,0.15774120390415192,55,25
8,Gemini 1.5 pro,Kaldi_NL,O,0.26666666666666666,0.0,0.20000000000000004,0.8770887851715088,0.2717418968677521,22,15
8,Gemini 1.5 pro,Kaldi_NL,E,0.08695652173913043,0.0,0.08695652173913043,0.8435492515563965,0.0730176493525505,16,12
8,Gemini 1.5 pro,Kaldi_NL,P,0.1090909090909091,0.01851851851851852,0.09090909090909091,0.8294293284416199,-0.010643948800861835,91,29
9,GPT 3.5 Turbo,Whisper,S,0.2580645161290323,0.03333333333333333,0.1935483870967742,0.8452120423316956,0.08286980539560318,42,27
9,GPT 3.5 Turbo,Whisper,O,0.19047619047619044,0.0,0.12698412698412698,0.8388699889183044,0.04529266804456711,52,20
9,GPT 3.5 Turbo,Whisper,E,0.08695652173913045,0.0,0.08695652173913045,0.8220579624176025,-0.0543198436498642,34,18
9,GPT 3.5 Turbo,Whisper,P,0.18181818181818182,0.026666666666666665,0.12987012987012989,0.8454046845436096,0.08401122689247131,58,25
9,GPT 3.5 Turbo,Speechmatics,S,0.14634146341463414,0.0,0.0975609756097561,0.8309905529022217,-0.0013935770839452744,62,27
9,GPT 3.5 Turbo,Speechmatics,O,0.19999999999999998,0.0,0.12000000000000002,0.8248478770256042,-0.03778938949108124,35,20
9,GPT 3.5 Turbo,Speechmatics,E,0.07407407407407407,0.0,0.07407407407407407,0.8260418176651001,-0.030715202912688255,42,18
9,GPT 3.5 Turbo,Speechmatics,P,0.05128205128205128,0.0,0.05128205128205128,0.8188100457191467,-0.07356399297714233,17,25
9,GPT 3.5 Turbo,Google,S,0.27586206896551724,0.03571428571428571,0.2413793103448276,0.8539901375770569,0.1348806768655777,38,27
9,GPT 3.5 Turbo,Google,O,0.34146341463414637,0.0,0.24390243902439024,0.8503005504608154,0.11301960051059723,27,20
9,GPT 3.5 Turbo,Google,E,0.10526315789473682,0.0,0.07017543859649124,0.8198577165603638,-0.06735645979642868,46,18
9,GPT 3.5 Turbo,Google,P,0.16666666666666666,0.028571428571428567,0.13888888888888892,0.8375439643859863,0.037435874342918396,53,25
9,GPT 3.5 Turbo,Kaldi_NL,S,0.22222222222222224,0.03846153846153846,0.22222222222222224,0.8553987741470337,0.14322695136070251,32,27
9,GPT 3.5 Turbo,Kaldi_NL,O,0.2857142857142857,0.0,0.16326530612244897,0.8485882878303528,0.10287431627511978,35,20
9,GPT 3.5 Turbo,Kaldi_NL,E,0.196078431372549,0.0816326530612245,0.196078431372549,0.8382757902145386,0.04177199676632881,40,18
9,GPT 3.5 Turbo,Kaldi_NL,P,0.17391304347826086,0.029850746268656712,0.14492753623188406,0.8231891989707947,-0.04761718213558197,49,25
9,Gemini 1.5 pro,Whisper,S,0.28125,0.03225806451612903,0.18749999999999997,0.8522729277610779,0.12470608204603195,41,27
9,Gemini 1.5 pro,Whisper,O,0.3181818181818182,0.04761904761904763,0.18181818181818185,0.843247652053833,0.07123064994812012,31,20
9,Gemini 1.5 pro,Whisper,E,0.07017543859649124,0.0,0.07017543859649124,0.8213217258453369,-0.05868209898471832,46,18
9,Gemini 1.5 pro,Whisper,P,0.202020202020202,0.041237113402061855,0.1212121212121212,0.8304781913757324,-0.0044293575920164585,86,25
9,Gemini 1.5 pro,Speechmatics,S,0.24096385542168672,0.024691358024691357,0.12048192771084336,0.8428679704666138,0.06898100674152374,63,27
9,Gemini 1.5 pro,Speechmatics,O,0.10526315789473684,0.0,0.10526315789473684,,,3,20
9,Gemini 1.5 pro,Speechmatics,E,0.08108108108108109,0.0,0.08108108108108109,0.8299466371536255,-0.007578855846077204,62,18
9,Gemini 1.5 pro,Speechmatics,P,0.0,0.0,0.0,0.811171293258667,-0.11882416903972626,8,25
9,Gemini 1.5 pro,Google,S,0.26666666666666666,0.0273972602739726,0.16,0.8474873900413513,0.09635141491889954,55,27
9,Gemini 1.5 pro,Google,O,0.08695652173913045,0.0,0.08695652173913045,0.8164082169532776,-0.08779500424861908,7,20
9,Gemini 1.5 pro,Google,E,0.06349206349206349,0.0,0.06349206349206349,0.8155816197395325,-0.09269265830516815,51,18
9,Gemini 1.5 pro,Google,P,0.0,0.0,0.0,0.8153653144836426,-0.0939742773771286,8,25
9,Gemini 1.5 pro,Kaldi_NL,S,0.21568627450980396,0.02,0.1372549019607843,0.8350979685783386,0.02294316701591015,81,27
9,Gemini 1.5 pro,Kaldi_NL,O,0.10526315789473684,0.0,0.10526315789473684,,,3,20
9,Gemini 1.5 pro,Kaldi_NL,E,0.0,0.0,0.0,0.789488673210144,-0.2472953051328659,6,18
9,Gemini 1.5 pro,Kaldi_NL,P,0.048780487804878044,0.0,0.048780487804878044,0.8156096339225769,-0.09252666682004929,19,25
10,GPT 3.5 Turbo,Whisper,S,0.21052631578947367,0.03636363636363636,0.17543859649122806,0.838219165802002,0.04143649339675903,31,29
10,GPT 3.5 Turbo,Whisper,O,0.3333333333333333,0.043478260869565216,0.2916666666666667,0.8697523474693298,0.228272944688797,31,24
10,GPT 3.5 Turbo,Whisper,E,0.11764705882352941,0.0,0.11764705882352941,0.843342661857605,0.0717935860157013,24,15
10,GPT 3.5 Turbo,Whisper,P,0.23076923076923078,0.058823529411764705,0.1923076923076923,0.843404233455658,0.07215840369462967,80,29
10,GPT 3.5 Turbo,Speechmatics,S,0.20930232558139536,0.047619047619047616,0.18604651162790697,0.8312057852745056,-0.00011830926086986437,63,29
10,GPT 3.5 Turbo,Speechmatics,O,0.425531914893617,0.2666666666666666,0.425531914893617,0.8681887984275818,0.21900880336761475,30,24
10,GPT 3.5 Turbo,Speechmatics,E,0.30434782608695654,0.09090909090909091,0.21739130434782608,0.860096275806427,0.1710599958896637,37,15
10,GPT 3.5 Turbo,Speechmatics,P,0.2909090909090909,0.11320754716981132,0.2545454545454545,0.862978458404541,0.18813714385032654,32,29
10,GPT 3.5 Turbo,Google,S,0.1702127659574468,0.021739130434782608,0.10638297872340424,0.8228971362113953,-0.04934767633676529,66,29
10,GPT 3.5 Turbo,Google,O,0.5098039215686274,0.20408163265306123,0.4313725490196078,0.9015320539474487,0.4165700674057007,33,24
10,GPT 3.5 Turbo,Google,E,0.21739130434782608,0.045454545454545456,0.21739130434782608,0.8558979034423828,0.14618432521820068,37,15
10,GPT 3.5 Turbo,Google,P,0.22471910112359547,0.06896551724137932,0.1797752808988764,0.8457508087158203,0.08606203645467758,65,29
10,GPT 3.5 Turbo,Kaldi_NL,S,0.1411764705882353,0.0,0.09411764705882353,0.8187265396118164,-0.07405877113342285,59,29
10,GPT 3.5 Turbo,Kaldi_NL,O,0.33962264150943394,0.0392156862745098,0.26415094339622636,0.8594346046447754,0.16713954508304596,33,24
10,GPT 3.5 Turbo,Kaldi_NL,E,0.16666666666666663,0.058823529411764705,0.16666666666666663,0.8532387614250183,0.1304287165403366,26,15
10,GPT 3.5 Turbo,Kaldi_NL,P,0.27692307692307694,0.15873015873015875,0.27692307692307694,0.8575031757354736,0.15569569170475006,42,29
10,Gemini 1.5 pro,Whisper,S,0.26506024096385544,0.04938271604938271,0.1686746987951807,0.8416717648506165,0.06189339980483055,60,29
10,Gemini 1.5 pro,Whisper,O,0.0,0.0,0.0,0.8134206533432007,-0.10549654066562653,12,24
10,Gemini 1.5 pro,Whisper,E,0.1276595744680851,0.0,0.1276595744680851,0.8243173360824585,-0.04093288257718086,35,15
10,Gemini 1.5 pro,Whisper,P,0.4528301886792452,0.19607843137254902,0.2641509433962264,0.8494393229484558,0.10791675746440887,28,29
10,Gemini 1.5 pro,Speechmatics,S,0.20779220779220778,0.05333333333333334,0.15584415584415584,0.8390577435493469,0.046405129134655,53,29
10,Gemini 1.5 pro,Speechmatics,O,0.0,0.0,0.0,0.8150336742401123,-0.0959392711520195,12,24
10,Gemini 1.5 pro,Speechmatics,E,0.18181818181818182,0.04761904761904762,0.18181818181818182,0.8288926482200623,-0.013823818415403366,33,15
10,Gemini 1.5 pro,Speechmatics,P,0.2727272727272727,0.09523809523809523,0.18181818181818182,0.8246122598648071,-0.03918543830513954,19,29
10,Gemini 1.5 pro,Google,S,0.14492753623188406,0.02985074626865672,0.08695652173913043,0.8326748609542847,0.00858607329428196,44,29
10,Gemini 1.5 pro,Google,O,0.31111111111111117,0.18604651162790697,0.31111111111111117,0.8575661182403564,0.1560686230659485,24,24
10,Gemini 1.5 pro,Google,E,0.25,0.06666666666666667,0.25,0.8424845933914185,0.06670946627855301,21,15
10,Gemini 1.5 pro,Google,P,0.39999999999999997,0.13793103448275862,0.3333333333333333,0.8433984518051147,0.07212414592504501,35,29
10,Gemini 1.5 pro,Kaldi_NL,S,0.08823529411764705,0.030303030303030307,0.08823529411764705,0.8311617374420166,-0.00037929596146568656,43,29
10,Gemini 1.5 pro,Kaldi_NL,O,0.0,0.0,0.0,0.8150336742401123,-0.0959392711520195,12,24
10,Gemini 1.5 pro,Kaldi_NL,E,0.13333333333333333,0.0,0.13333333333333333,0.8223641514778137,-0.052505649626255035,33,15
10,Gemini 1.5 pro,Kaldi_NL,P,0.3582089552238806,0.18461538461538463,0.2686567164179105,0.8575446009635925,0.15594114363193512,39,29
